eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202106110005,6,11,4,Afghanistan,6,South Asia,Wardak,Saydabad district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Unknown,
202106110006,6,11,4,Afghanistan,6,South Asia,Badghis,Muqur district,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Taliban,Explosives,16
202106110014,6,11,33,Burkina Faso,11,Sub-Saharan Africa,Nord,Kogolbaraogo,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Armed Forces of Burkina Faso,Patrol,33,Burkina Faso,Unknown,Firearms,5
202106110015,6,11,123,Mali,11,Sub-Saharan Africa,Mopti,Zon,Armed Assault,Educational Institution,49,School/University/Educational Building,Unknown,School,123,Mali,Unknown,Firearms,5
202106110016,6,11,92,India,6,South Asia,Jammu and Kashmir,Aglar,Armed Assault,Police,25,Police Security Forces/Officers,Central Reserve Police Force (CRPF),Officers,92,India,Unknown,Explosives,7
202106110022,6,11,95,Iraq,10,Middle East & North Africa,Dihok,Babire,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Peshmerga,Soldiers,95,Iraq,Kurdistan Workers' Party (PKK),Unknown,
202106110024,6,11,147,Nigeria,11,Sub-Saharan Africa,Nasarawa,Tse-Jimin,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Tse-Jimin Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202106110025,6,11,138,Myanmar,5,Southeast Asia,Mandalay,Mandalay,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,Road Transportation Administration Department (RTAD),Office,138,Myanmar,Unknown,Explosives,16
202106120001,6,11,146,Niger,11,Sub-Saharan Africa,Niamey,Niamey,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,National Assembly,Residence of Parliament Speaker: Seini Oumarou,146,Niger,Boko Haram,Firearms,2
202106120004,6,12,4,Afghanistan,6,South Asia,Paktia,Jani Khel district,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202106120006,6,12,4,Afghanistan,6,South Asia,Helmand,Nahri Saraj district,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Former Officer,4,Afghanistan,Taliban,Firearms,5
202106120010,6,12,4,Afghanistan,6,South Asia,Herat,Guzara district,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Pro-Government Militia Outpost,4,Afghanistan,Taliban,Unknown,
202106120011,6,12,4,Afghanistan,6,South Asia,Kabul,Arghandi,Assassination,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Former Mujahedeen Commander: Ghazi Oryakhil,4,Afghanistan,Taliban,Firearms,5
202106120013,6,12,4,Afghanistan,6,South Asia,Kunduz,Aliabad district,Armed Assault,Government (General),21,Government Building/Facility/Office,Government of Aliabad District,District Center,4,Afghanistan,Taliban,Firearms,5
202106120015,6,12,99,Ivory Coast,11,Sub-Saharan Africa,Zanzan,Tehini,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Republican Forces of Cote d’Ivoire (FRCI),Convoy,99,Ivory Coast,Muslim extremists,Explosives,16
202106120016,6,13,4,Afghanistan,6,South Asia,Helmand,Bost,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Officers,4,Afghanistan,Taliban,Firearms,5
202106120019,6,12,147,Nigeria,11,Sub-Saharan Africa,Abia,Ebem,Armed Assault,Business,11,Entertainment/Cultural/Stadium/Casino,Ebem Motor Park,Motor Park,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,4
202106120023,6,12,123,Mali,11,Sub-Saharan Africa,Gao,Unknown,Unknown,Military,36,Military Checkpoint,Malian Armed Forces,Checkpoint,123,Mali,Muslim extremists,Unknown,
202106120037,6,12,4,Afghanistan,6,South Asia,Kandahar,Salesoon,Bombing/Explosion,Police,24,Police Checkpoint,Afghan Police,Checkpoint,4,Afghanistan,Taliban,Explosives,15
202106120038,6,12,38,Canada,1,North America,Ontario,Saint Johns,Facility/Infrastructure Attack,Religious Figures/Institutions,86,Place of Worship,St. John's Tuscaroras,Church,38,Canada,Unknown,Incendiary,20
202106120043,6,12,147,Nigeria,11,Sub-Saharan Africa,Edo,Isihor,Armed Assault,Educational Institution,48,Teacher/Professor/Instructor,University of Benin (UNIBEN),Lecturer: Maxwell Aimuen,147,Nigeria,Unknown,Firearms,5
202106120044,6,12,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Fataki,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Fataki Village,Village,229,Democratic Republic of the Congo,Cooperative for the Development of the Congo (CODECO) militia,Firearms,5
202106120048,6,12,33,Burkina Faso,11,Sub-Saharan Africa,Centre-Nord,Sanmatenga district,Hostage Taking (Kidnapping),Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Health Workers,33,Burkina Faso,Jamaat Nusrat al-Islam wal Muslimin (JNIM),Firearms,5
202106130001,6,13,4,Afghanistan,6,South Asia,Farah,Lash Wa Juwayn district,Hostage Taking (Kidnapping),Government (General),20,Intelligence,National Directorate of Security (NDS),Personnel,4,Afghanistan,Taliban,Unknown,
202106130002,6,13,4,Afghanistan,6,South Asia,Farah,Pusht Rod district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Pushtiroud District,District,4,Afghanistan,Taliban,Unknown,
202106130003,6,13,4,Afghanistan,6,South Asia,Sari Pul,Sayyad district,Hostage Taking (Kidnapping),Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Soldiers,4,Afghanistan,Taliban,Unknown,
202106130004,6,13,4,Afghanistan,6,South Asia,Herat,Obe district,Unknown,Government (General),21,Government Building/Facility/Office,Government of Obe District,District Center,4,Afghanistan,Taliban,Unknown,
202106130005,6,13,4,Afghanistan,6,South Asia,Ghazni,Andar district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Unknown,
202106130006,6,13,4,Afghanistan,6,South Asia,Kunduz,Aliabad district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Aliabad District,District,4,Afghanistan,Taliban,Unknown,
202106130008,6,13,95,Iraq,10,Middle East & North Africa,Nineveh,Nimrud,Bombing/Explosion,Utilities,107,Electricity,Unknown,Electrical Transmission Tower,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202106130009,6,13,95,Iraq,10,Middle East & North Africa,Nineveh,Nimrud,Bombing/Explosion,Utilities,107,Electricity,Unknown,Electrical Transmission Tower,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202106130010,6,13,95,Iraq,10,Middle East & North Africa,Nineveh,Nimrud,Bombing/Explosion,Government (General),20,Intelligence,National Security Service (NSS),Patrol,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202106130011,6,13,95,Iraq,10,Middle East & North Africa,Kirkuk,Daoud Allouk,Bombing/Explosion,Utilities,107,Electricity,General Electricity Transmission Company,Electrical Transmission Line,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202106130014,6,13,147,Nigeria,11,Sub-Saharan Africa,Plateau,Kushe,Armed Assault,Business,2,Restaurant/Bar/Café,Unknown,Bar,147,Nigeria,Fulani extremists,Firearms,5
202106130015,6,13,147,Nigeria,11,Sub-Saharan Africa,Plateau,Zogu,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Zogu Village,Village,147,Nigeria,Fulani extremists,Firearms,5
202106130016,6,13,147,Nigeria,11,Sub-Saharan Africa,Benue,Odugbeho,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Odugbeho Community,Community,147,Nigeria,Fulani extremists,Firearms,5
202106130017,6,13,137,Mozambique,11,Sub-Saharan Africa,Cabo Delgado,Quitunda,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,137,Mozambique,Unknown,Melee,23
202106130019,6,13,92,India,6,South Asia,Odisha,Malkangiri district,Bombing/Explosion,Military,39,Paramilitary,Border Security Force (BSF),Paramilitary Forces,92,India,Maoists,Explosives,17
202106130021,6,13,95,Iraq,10,Middle East & North Africa,Saladin,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Unknown,Explosives,16
202106130025,6,13,173,Saudi Arabia,10,Middle East & North Africa,Asir,Dhahran al-Janub district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Unknown,School for Girls,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,12
202106130028,6,13,603,United Kingdom,8,Western Europe,England,Oldstead,Facility/Infrastructure Attack,Private Citizens & Property,80,Memorial/Cemetery/Monument,Scotch Corner Chapel,War Memorial,603,United Kingdom,Unknown,Incendiary,18
202106130029,6,13,147,Nigeria,11,Sub-Saharan Africa,Benue,Tse-Girgi,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Benue State,Residence of Governor's Office Principal Special Assistant: James Anbua,147,Nigeria,Unknown,Firearms,5
202106130030,6,13,147,Nigeria,11,Sub-Saharan Africa,Benue,Tse-Girgi,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Benue State,Residence of Governor's Office Principal Special Assistant: James Anbua,147,Nigeria,Unknown,Firearms,5
202106130031,6,13,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Ini district,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Station,147,Nigeria,Indigenous People of Biafra (IPOB),Firearms,5
202106130032,6,13,138,Myanmar,5,Southeast Asia,Shan,Tachileik,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Myanmar Police Force (MPF),Station,138,Myanmar,Unknown,Explosives,16
202106130034,6,13,160,Philippines,5,Southeast Asia,Pangasinan,Bolo,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Bolo,Barangay Councilor: Albert de Vera,160,Philippines,Unknown,Firearms,3
202106130037,6,13,160,Philippines,5,Southeast Asia,Batangas,Antipolo del Sur,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Antipolo del Sur,Barangay Councilor: Rene Laylo,160,Philippines,Unknown,Firearms,3
202106130038,6,13,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,Ituri,Fataki,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Fataki Village,Village,229,Democratic Republic of the Congo,Cooperative for the Development of the Congo (CODECO) militia,Firearms,5
202106130039,6,13,138,Myanmar,5,Southeast Asia,Sagaing,Kyiywa,Armed Assault,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Hla Sandar, Than Than Sint",138,Myanmar,Unknown,Melee,23
202106130041,6,13,228,Yemen,10,Middle East & North Africa,Al Jawf,Khabb wa ash Shaaf district,Hostage Taking (Kidnapping),Military,34,"Military Personnel (soldiers, troops, officers, forces)",Falcons Brigade,Brigadier General: Ahmed Al-Qatifi,164,Qatar,Unknown,Firearms,5
202106130042,6,13,138,Myanmar,5,Southeast Asia,Magway,Pakokku,Hostage Taking (Kidnapping),Private Citizens & Property,84,Political Party Member/Rally,People's Pioneer Party (PPP),Township Secretary: Ko Phone Kyaw,138,Myanmar,Unknown,Melee,23
202106140002,6,14,4,Afghanistan,6,South Asia,Ghor,Unknown,Assassination,Government (General),14,Judge/Attorney/Court,Lal Wa Sarjangal District Court,Judge: Gol Ahmad  Rezai,4,Afghanistan,Taliban,Firearms,5
202106140003,6,14,4,Afghanistan,6,South Asia,Paktia,Sarwari,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Taliban,Explosives,8
202106140016,6,14,147,Nigeria,11,Sub-Saharan Africa,Zamfara,Nasarawa Burkullu,Armed Assault,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Fulani Civilians,147,Nigeria,Yan Sakai,Firearms,5
202106140017,6,14,92,India,6,South Asia,Jammu and Kashmir,Anantnag district,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Jammu and Kashmir Police,Patrol,92,India,Unknown,Firearms,5
202106140020,6,14,147,Nigeria,11,Sub-Saharan Africa,Zamfara,Birnin-Tudu,Armed Assault,Business,12,Construction,PGP Company,Trimming Project,44,China,Unknown,Firearms,5
202106140036,6,12,4,Afghanistan,6,South Asia,Kunduz,Khanabad district,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Khanabad District,District,4,Afghanistan,Taliban,Firearms,5
202106140038,6,14,4,Afghanistan,6,South Asia,Ghazni,Sai Azad,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202106150002,6,15,4,Afghanistan,6,South Asia,Nangarhar,Khogyani district,Hostage Taking (Kidnapping),Government (General),18,"Government Personnel (excluding police, military)",National Polio Immunization Campaign,Vaccinators,4,Afghanistan,Taliban,Firearms,5
202106150003,6,15,4,Afghanistan,6,South Asia,Nangarhar,Surkh Rod district,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",National Polio Immunization Campaign,Vaccinators,4,Afghanistan,Taliban,Firearms,5
202106150004,6,15,4,Afghanistan,6,South Asia,Parwan,Shinwari district,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Pro-Government Militia Outpost,4,Afghanistan,Taliban,Unknown,
202106150005,6,15,4,Afghanistan,6,South Asia,Farah,Farah,Armed Assault,Business,6,Medical/Pharmaceutical,Unknown,Doctor,4,Afghanistan,Unknown,Firearms,5
202106150008,6,15,4,Afghanistan,6,South Asia,Nangarhar,Pachir Agam district,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Pro-Government Militia Outpost,4,Afghanistan,Taliban,Unknown,
202106150009,6,15,4,Afghanistan,6,South Asia,Herat,Obe district,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outpost,4,Afghanistan,Taliban,Unknown,
202106150010,6,15,123,Mali,11,Sub-Saharan Africa,Menaka,Timatene,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Operation Barkhane,Personnel,69,France,Islamic State in the Greater Sahara (ISGS),Explosives,16
202106150011,6,15,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Somali Armed Forces (SAF),Soldiers,182,Somalia,Al-Shabaab,Explosives,13
202106150015,6,15,45,Colombia,3,South America,Norte de Santander,Cucuta,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Army of Colombia,Headquarters,45,Colombia,Revolutionary Armed Forces of Colombia (FARC) dissidents,Explosives,15
202106150016,6,15,97,Israel,10,Middle East & North Africa,Southern,Shaar HaNegev regional council,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Unknown,Kindergarten School,97,Israel,Hamas (Islamic Resistance Movement),Explosives,17
202106150017,6,15,97,Israel,10,Middle East & North Africa,Southern,Shaar HaNegev regional council,Facility/Infrastructure Attack,Private Citizens & Property,72,Farmer,Not Applicable,Agricultural Fields,97,Israel,Hamas (Islamic Resistance Movement),Incendiary,19
202106150018,6,15,97,Israel,10,Middle East & North Africa,Southern,Eshkol regional council,Facility/Infrastructure Attack,Private Citizens & Property,72,Farmer,Not Applicable,Agricultural Fields,97,Israel,Hamas (Islamic Resistance Movement),Incendiary,19
202106150019,6,15,147,Nigeria,11,Sub-Saharan Africa,Borno,Kwamdi,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Nigerian Armed Forces,Base,147,Nigeria,Boko Haram,Firearms,5
202106150031,6,15,37,Cameroon,11,Sub-Saharan Africa,South-West,Ndian district,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Government of Ndian Division,Divisional Delegates,37,Cameroon,Ambazonia Restoration Forces (ARF),Firearms,5
202106150032,6,15,228,Yemen,10,Middle East & North Africa,Shabwah,Khora,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Criminal Investigation Department (CID),Security Officers: Awadh Saleh Al-Ayashi,228,Yemen,Al-Qaida in the Arabian Peninsula (AQAP),Unknown,
202106150034,6,15,95,Iraq,10,Middle East & North Africa,Diyala,Abdul Hamid,Armed Assault,Police,24,Police Checkpoint,Iraqi Police Service (IPS),Checkpoint,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,5
202106150037,6,15,4,Afghanistan,6,South Asia,Faryab,Shirin Tagab district,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Shirin Tagab District,District,4,Afghanistan,Taliban,Unknown,
202106150038,6,15,160,Philippines,5,Southeast Asia,Agusan del Norte,Antongalon,Hostage Taking (Kidnapping),Police,25,Police Security Forces/Officers,Philippine National Police (PNP),"Officers: Sherwin Roy Cajutol, Nazar Libot",160,Philippines,New People's Army (NPA),Firearms,5
202106150040,6,15,4,Afghanistan,6,South Asia,Uruzgan,Khas Uruzgan district,Unknown,Government (General),21,Government Building/Facility/Office,Government of Khas Uruzgan District,District Center,4,Afghanistan,Taliban,Unknown,
202106150042,6,15,4,Afghanistan,6,South Asia,Uruzgan,Chora district,Hostage Taking (Kidnapping),Government (General),21,Government Building/Facility/Office,Government of Chora District,District Center,4,Afghanistan,Taliban,Unknown,
202106150046,6,15,95,Iraq,10,Middle East & North Africa,Saladin,Al-Jazeera,Bombing/Explosion,Unknown,,,Unknown,Unknown,95,Iraq,Unknown,Explosives,16
202106150047,6,15,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,South Kivu,Misisi,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of the Democratic Republic of the Congo (FARDC),Forces,229,Democratic Republic of the Congo,Mai Mai Yakutumba Militia,Firearms,2
